query_idx,query_hash,query_text,rank,neighbor_idx,neighbor_hash,neighbor_label,distance,similarity,rrf_score,rerank_score,retrieval_mode
0,478d2a73e17118f494cfae75a606c3f9ce15476888faffcd8454cfb63c8dd49d,getConsolidationMatrix() returns null,1,5925,17b23416804cde74cca1495a3aa2bb093dea8331d980df8f8f58536335d05951,stop,0.17223948889020546,0.8277605111097945,0.04670343114189457,0.8519245877762638,hybrid_rrf_pgvector
0,478d2a73e17118f494cfae75a606c3f9ce15476888faffcd8454cfb63c8dd49d,getConsolidationMatrix() returns null,2,2011,9d03826d62b98cf1821d23107d83d57ee0143e6e3fe74456520eb352a811410d,stop,0.17223948889020546,0.8277605111097945,0.04529114263053264,0.8519245877762638,hybrid_rrf_pgvector
0,478d2a73e17118f494cfae75a606c3f9ce15476888faffcd8454cfb63c8dd49d,getConsolidationMatrix() returns null,3,5750,9ed033ce5c771a417e47b1f2a9890405b45bfa232290727d259efc0295b8cb4a,pausa,0.17223948889020546,0.8277605111097945,0.046459914611005695,0.8019245877762637,hybrid_rrf_pgvector
0,478d2a73e17118f494cfae75a606c3f9ce15476888faffcd8454cfb63c8dd49d,getConsolidationMatrix() returns null,4,4177,98a2c3f571230b36eaa04da6fb383ffe3adef088e697ecab3725cfb7abfa1e5e,play,0.17223948889020546,0.8277605111097945,0.0460397465437788,0.8019245877762637,hybrid_rrf_pgvector
0,478d2a73e17118f494cfae75a606c3f9ce15476888faffcd8454cfb63c8dd49d,getConsolidationMatrix() returns null,5,3948,1cf224df57d9c9075385daa3a1e14f924775c77112df22e4c702593b0e53de41,play,0.17223948889020546,0.8277605111097945,0.04482184482184482,0.8019245877762637,hybrid_rrf_pgvector
1,aeb86fa31ccaedfbc25152cf6213795ca8ca04f5eced9cc382a7604a6aa46cb3,Implement a way to reset the modelview matrix in Tilt,1,3599,dd888a0cf1f3698bbc8d2b6b38b1b539263f467442e7e2d0f8ee8c99c7771373,pausa,0.0,1.0,0.04767399003253049,1.05,hybrid_rrf_pgvector
1,aeb86fa31ccaedfbc25152cf6213795ca8ca04f5eced9cc382a7604a6aa46cb3,Implement a way to reset the modelview matrix in Tilt,2,3477,90c743a4d003a4ff80820dc0f123af9d22442b4b55354c4c569fe0d734d06f58,pausa,0.0,1.0,0.0471386476426799,1.05,hybrid_rrf_pgvector
1,aeb86fa31ccaedfbc25152cf6213795ca8ca04f5eced9cc382a7604a6aa46cb3,Implement a way to reset the modelview matrix in Tilt,3,1746,7676fec93b184c7fe958dd704d4e97a00e4a17d665f34e306ada29efad7c6da8,pausa,0.0,1.0,0.04669647292598113,1.05,hybrid_rrf_pgvector
1,aeb86fa31ccaedfbc25152cf6213795ca8ca04f5eced9cc382a7604a6aa46cb3,Implement a way to reset the modelview matrix in Tilt,4,3172,d9bb7d677bfa94ecacb6e20096ba33a5bbf52bd563c538de8a0b3edc0ca1edcc,pausa,0.0,1.0,0.046451914098972924,1.05,hybrid_rrf_pgvector
1,aeb86fa31ccaedfbc25152cf6213795ca8ca04f5eced9cc382a7604a6aa46cb3,Implement a way to reset the modelview matrix in Tilt,5,1804,6fedbfb266385b75d358b7499e676a8da3dc84c533e0ead5b450e2d0cb03da9e,play,0.0,1.0,0.04643902077700826,1.0,hybrid_rrf_pgvector
2,607fd62f6c0d64e7f32b5395a78cd019937527ba1dfd21429c3078166cbde8f8,Don't show CDT actions for non-CDT projects,1,1869,6e6c6eecc6338d996a9c801e6fc04aad64340b2c4ac158eacf356e1554094e6b,play,0.09232961156258257,0.9076703884374174,0.048651507139079855,0.9438209467030301,hybrid_rrf_pgvector
2,607fd62f6c0d64e7f32b5395a78cd019937527ba1dfd21429c3078166cbde8f8,Don't show CDT actions for non-CDT projects,2,2448,6595016c10374cb7abada6792d55ef32f7a7b9618571704f28f6e7797bbe144d,pausa,0.09232961156258257,0.9076703884374174,0.048915917503966164,0.89382094670303,hybrid_rrf_pgvector
2,607fd62f6c0d64e7f32b5395a78cd019937527ba1dfd21429c3078166cbde8f8,Don't show CDT actions for non-CDT projects,3,5453,b25b9f830d93f78324e4795de5d68050f8cabb1bfb0090254aabd046728ddc92,play,0.14191514477968592,0.8580848552203141,0.03125,0.8867975835033612,hybrid_rrf_pgvector
2,607fd62f6c0d64e7f32b5395a78cd019937527ba1dfd21429c3078166cbde8f8,Don't show CDT actions for non-CDT projects,4,5178,79c4e2c8606f2930b1508fc0c80e53c6fb08da88edf0e6a3465cb0da52dc5410,stop,0.13794731516703806,0.8620526848329619,0.031746031746031744,0.8413605875579062,hybrid_rrf_pgvector
2,607fd62f6c0d64e7f32b5395a78cd019937527ba1dfd21429c3078166cbde8f8,Don't show CDT actions for non-CDT projects,5,490,315c2a9927bdd85493bcdc922f5416948e0aa09c838037dc12cb098eb2a6d1ec,stop,0.18865446485985937,0.8113455351401406,0.04526198439241918,0.7830473654111617,hybrid_rrf_pgvector
3,881a7c9131943ddf21948ee1fb82a690649553ea1d357c119c99bd0e238e95c7,test_hover fails with integrated view manager hierarchies,1,5752,32c969572241d34f4b913632e8dedae0076c0b17ef2c119e03dc4162d21874c3,pausa,0.2422088725816276,0.7577911274183724,0.031054405392392875,0.7714597965311283,hybrid_rrf_pgvector
3,881a7c9131943ddf21948ee1fb82a690649553ea1d357c119c99bd0e238e95c7,test_hover fails with integrated view manager hierarchies,2,2157,a7505037f3b9d3a7cb1f9fcc268286d128d20c32021ec5a335cc44d2bcf8d59b,play,0.2422088725816276,0.7577911274183724,0.032018442622950824,0.7214597965311282,hybrid_rrf_pgvector
3,881a7c9131943ddf21948ee1fb82a690649553ea1d357c119c99bd0e238e95c7,test_hover fails with integrated view manager hierarchies,3,2383,5995801ad6151231c4370a0df3e02b058ca0d3e7f6f764d9dc29eaf621922e27,stop,0.2422088725816276,0.7577911274183724,0.031754032258064516,0.7214597965311282,hybrid_rrf_pgvector
3,881a7c9131943ddf21948ee1fb82a690649553ea1d357c119c99bd0e238e95c7,test_hover fails with integrated view manager hierarchies,4,2349,15637992305cc3ec01d2f54aa288dc39a719f59697a3c54c6cb63038e290683f,play,0.2422088725816276,0.7577911274183724,0.03125763125763126,0.7214597965311282,hybrid_rrf_pgvector
3,881a7c9131943ddf21948ee1fb82a690649553ea1d357c119c99bd0e238e95c7,test_hover fails with integrated view manager hierarchies,5,2481,5dd09ce9581feed6addf8346fc61fa7d76fe13d9a45e67c326642a2164bae660,play,0.2422088725816276,0.7577911274183724,0.031099324975891997,0.7214597965311282,hybrid_rrf_pgvector
4,fff9440a43b6206fd15f63dcb88c2d745a567a1431953592355bae4ffcd005ef,[pdf.js] Accented characters are not displayed,1,5165,d78a5eea657be560786e1ad50fa6202e515d3771437125c962d12378ba039488,pausa,0.059445043939389874,0.9405549560606101,0.03278688524590164,0.9816381994697017,hybrid_rrf_pgvector
4,fff9440a43b6206fd15f63dcb88c2d745a567a1431953592355bae4ffcd005ef,[pdf.js] Accented characters are not displayed,2,4942,cd17b43786e66282d87f7317659ee46bb9df245b7cdf4e7f0a8edbfe3227633b,pausa,0.09859494120099221,0.9014050587990078,0.048651507139079855,0.936615817618859,hybrid_rrf_pgvector
4,fff9440a43b6206fd15f63dcb88c2d745a567a1431953592355bae4ffcd005ef,[pdf.js] Accented characters are not displayed,3,5786,372685ff0ebb2573ec69523d6e317801670b0cabc6474701fa8f595174392324,pausa,0.13048696027093576,0.8695130397290642,0.04787506400409626,0.899939995688424,hybrid_rrf_pgvector
4,fff9440a43b6206fd15f63dcb88c2d745a567a1431953592355bae4ffcd005ef,[pdf.js] Accented characters are not displayed,4,922,f52d7af9ec843c7a29ec9dea8bfb268c16feb692fb749bd0fc32d3df0935a26f,stop,0.13048696027093576,0.8695130397290642,0.04712301587301587,0.8499399956884239,hybrid_rrf_pgvector
4,fff9440a43b6206fd15f63dcb88c2d745a567a1431953592355bae4ffcd005ef,[pdf.js] Accented characters are not displayed,5,2686,d17e156f7a1de55115eb24928fb33141ec736c94eee04484f760f036257644f0,play,0.26877143706376105,0.731228562936239,0.03076923076923077,0.6909128473766748,hybrid_rrf_pgvector
5,5ab7a93ef41a0885cc1f9db0bfa0bbfd2ed2cd2af755be0dd113ed9929efd60c,Configurated policies are ignored,1,5542,d7a449d555eebbe0988f706bf2c20ce3a3a806d081cf9071096b5e3a291440ac,pausa,0.0,1.0,0.04918032786885246,1.05,hybrid_rrf_pgvector
5,5ab7a93ef41a0885cc1f9db0bfa0bbfd2ed2cd2af755be0dd113ed9929efd60c,Configurated policies are ignored,2,3395,aa35bb8889bb8325d853ffa9cffa950afe1ae1519365d2366ea532eaf150adcf,pausa,0.0,1.0,0.04838709677419355,1.05,hybrid_rrf_pgvector
5,5ab7a93ef41a0885cc1f9db0bfa0bbfd2ed2cd2af755be0dd113ed9929efd60c,Configurated policies are ignored,3,249,2437248c3f7ce0789ac7efec716579548d07cb47564882192f5fe98fd8f93b8c,pausa,0.062439700928817565,0.9375602990711824,0.047619047619047616,0.9781943439318599,hybrid_rrf_pgvector
5,5ab7a93ef41a0885cc1f9db0bfa0bbfd2ed2cd2af755be0dd113ed9929efd60c,Configurated policies are ignored,4,4610,71e83494c2214be3f280bfb41945a46d770b3ff8e4d1ddb7e9ec217deb6dc45b,play,0.08734747781444452,0.9126525221855555,0.03125,0.8995504005133887,hybrid_rrf_pgvector
5,5ab7a93ef41a0885cc1f9db0bfa0bbfd2ed2cd2af755be0dd113ed9929efd60c,Configurated policies are ignored,5,1470,10ab4615cc00f11ed257f55b6870eb0874ce8f2055b6a2722bdd40c734c13886,play,0.15950295035399742,0.8404970496460026,0.045235361653272105,0.816571607092903,hybrid_rrf_pgvector
6,fd1c677944f8ca72edd4816125e8b3f42a12a6a5e49923f3e40e3e13a73803bb,Segfault when closing content assist additional info,1,4589,beb7ad5efcf2599e9fd5d161a146540979fde981a3e3929c501567cfb5d2cc32,pausa,0.0934720712134014,0.9065279287865986,0.047492767598842814,0.9425071181045884,hybrid_rrf_pgvector
6,fd1c677944f8ca72edd4816125e8b3f42a12a6a5e49923f3e40e3e13a73803bb,Segfault when closing content assist additional info,2,4509,57dc8a67841e90b0b5607dc843bb0f074ae07658cfefbf312efaca5c8835d99f,pausa,0.0934720712134014,0.9065279287865986,0.04675081813931744,0.9425071181045884,hybrid_rrf_pgvector
6,fd1c677944f8ca72edd4816125e8b3f42a12a6a5e49923f3e40e3e13a73803bb,Segfault when closing content assist additional info,3,4080,351b0783a75557446a64f20d0e19bad8a93b09f2fe5602b138d00f0cdcba65c5,pausa,0.12812537858705753,0.8718746214129425,0.047891458495966696,0.9026558146248839,hybrid_rrf_pgvector
6,fd1c677944f8ca72edd4816125e8b3f42a12a6a5e49923f3e40e3e13a73803bb,Segfault when closing content assist additional info,4,2575,9f351728589e61b671acce85128c73625f555501ffc0ae90c8dd79a64e1bc2c7,pausa,0.12812537858705753,0.8718746214129425,0.04688263125763126,0.9026558146248839,hybrid_rrf_pgvector
6,fd1c677944f8ca72edd4816125e8b3f42a12a6a5e49923f3e40e3e13a73803bb,Segfault when closing content assist additional info,5,2132,45aa56c6e9cdca2c426a61febc7ac9c3784cadb206ffa5948e69340875b14022,play,0.12812537858705753,0.8718746214129425,0.04738666351569577,0.8526558146248838,hybrid_rrf_pgvector
7,b390dac64689b86287ca627efa07e6a3368c0dd9d6f4d653e1786d353455e693,JSOP_IN doesn't intern its id,1,5629,2ac647f374a687301bd591642b7ea15256f39dacf787b773cbb1954cc166ae22,pausa,0.12978421299757048,0.8702157870024295,0.048915917503966164,0.900748155052794,hybrid_rrf_pgvector
7,b390dac64689b86287ca627efa07e6a3368c0dd9d6f4d653e1786d353455e693,JSOP_IN doesn't intern its id,2,5813,b49fa1d8a3010b2a5c91d7095dbae05998d4f15404a0c769f058c2559496de49,pausa,0.18350775757307447,0.8164922424269255,0.04595588235294118,0.8389660787909644,hybrid_rrf_pgvector
7,b390dac64689b86287ca627efa07e6a3368c0dd9d6f4d653e1786d353455e693,JSOP_IN doesn't intern its id,3,5916,30cc68a9e92b0abb3bac3e3255b47e75d94910977e6fb4a7feab6e2dba578d14,pausa,0.18350775757307447,0.8164922424269255,0.03149801587301587,0.8389660787909644,hybrid_rrf_pgvector
7,b390dac64689b86287ca627efa07e6a3368c0dd9d6f4d653e1786d353455e693,JSOP_IN doesn't intern its id,4,5170,6a28304938086b5e1d72254c6a872a502a71ca142412213c99566da29f074bd1,play,0.17635975646033097,0.823640243539669,0.048651507139079855,0.7971862800706194,hybrid_rrf_pgvector
7,b390dac64689b86287ca627efa07e6a3368c0dd9d6f4d653e1786d353455e693,JSOP_IN doesn't intern its id,5,5795,6feef2e576e22294c2695a13af00493d612798924ead4811993aac3967f95495,stop,0.18350775757307447,0.8164922424269255,0.04640914640914641,0.7889660787909644,hybrid_rrf_pgvector
8,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,1,4787,004219f19332dd5ca632f47fc0ac2391281026c06432734787b8b6369b050a19,pausa,0.0,1.0,0.048131080389144903,1.05,hybrid_rrf_pgvector
8,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,2,5568,b039f0314412bbcfc2086d775dbcd469a8c990e2a45be224c0aa01281b5492b3,pausa,0.0,1.0,0.047712258380229994,1.05,hybrid_rrf_pgvector
8,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,3,4082,1b624cb9dd561aaaf7ace7304424f977c8dea17266c5936ab01ee64c834accfe,pausa,0.0,1.0,0.04689826302729529,1.05,hybrid_rrf_pgvector
8,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,4,4291,8bdd32908959a6da7d1808a8ecda742b56d159e70921b53b695a5ce7a020780f,pausa,0.0,1.0,0.046875,1.05,hybrid_rrf_pgvector
